Source	Species	Organ	Matrix	Tx	standard.name	Name	Major Class	Class	Abbreviation	Saturation	Highest Saturation Degree	Cluster	Subclass	Chain Length	Chain Type	Subclass 2	synthesis.pathway	label	label.saturation
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	LPI(18:0)	LPI 18:0	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(18:0)	LPI 18:0	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:0)	PI(18:0/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated PI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:0)	PI(18:0/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated PI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPI(18:0)	PI(18:0/0:0)_NEG	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated PI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	LPI(18:0)	LPI 18:0	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(18:0)	PI(18:0/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Saturated	0	Saturated LPI	Saturated LPI	18	LCFA	Saturated PI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Saturated.Lysophosphatidylinositol
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	LPI(18:1)	LPI(18:1)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	LPI(18:1)	LPI 18:1 	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(18:1)	LPI 18:1	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:1)	PI(18:1/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:1)	PI(18:1/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPI(18:1)	PI(18:1/0:0)_A_NEG	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPI(18:1)	PI(18:1/0:0)_B_NEG	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(18:1)	PI(18:1/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(18:1)	PI(18:1/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(18:2)	LPI 18:2	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:2)	PI(18:2/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:2)	PI(18:2/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(18:2)	PI(18:2/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(18:2)	PI(18:2/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(18:3)	PI(18:3/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	3	Polyunsaturated LPI	Unsaturated LPI	18	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(20:1)	LPI 20:1	Glycerophospholipids	Lysophosphatidylinositol	LPI	Monounsaturated	1	Monounsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(20:2)	LPI 20:2	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(20:2)	PI(20:2/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPI(20:2)	PI(20:2/0:0)_NEG	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	2	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(20:3)	PI(20:3/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	3	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(20:3)	PI(20:3/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	3	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(20:3)	PI(20:3/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	3	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(20:4)	LPI 20:4	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(20:4)	PI(20:4/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(20:4)	PI(20:4/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	LPI(20:4)	LPI 20:4	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(20:4)	PI(20:4/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(20:4)	PI(20:4/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	20	LCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(22:4)	LPI 22:4	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(22:4)	PI(22:4/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Phosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(22:4)	PI(22:4/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	4	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Phosphatidylinositol
Pnnl_balf	Human	Lung	BALF	Normal	LPI(22:5)	LPI 22:5	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	5	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Lysophosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(22:6)	PI(22:6/0:0)_A	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	6	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Phosphatidylinositol
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPI(22:6)	PI(22:6/0:0)_B	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	6	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Phosphatidylinositol
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPI(22:6)	PI(22:6/0:0)	Glycerophospholipids	Lysophosphatidylinositol	LPI	Polyunsaturated	6	Polyunsaturated LPI	Unsaturated LPI	22	VLCFA	Unsaturated LPI-LCFA	Phospholipid Metabolism	Lysophosphatidylinositol	Unsaturated.Phosphatidylinositol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	LPS(18:0)	LPS 18:0	Glycerophospholipids	Lysophosphatidylserine	LPS	Saturated	0	Saturated LPS	Saturated LPS	18	LCFA	Saturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Saturated.Lysophosphatidylserine
Pnnl_balf	Human	Lung	BALF	Normal	LPS(18:0)	LPS 18:0	Glycerophospholipids	Lysophosphatidylserine	LPS	Saturated	0	Saturated LPS	Saturated LPS	18	LCFA	Saturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Saturated.Lysophosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPS(18:0)	PS(18:0/0:0)	Glycerophospholipids	Lysophosphatidylserine	LPS	Saturated	0	Saturated LPS	Saturated LPS	18	LCFA	Saturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Saturated.Lysophosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPS(18:0)	PS(18:0/0:0)_NEG	Glycerophospholipids	Lysophosphatidylserine	LPS	Saturated	0	Saturated LPS	Saturated LPS	18	LCFA	Saturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Saturated.Lysophosphatidylserine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	LPS(18:0)	LPS 18:0	Glycerophospholipids	Lysophosphatidylserine	LPS	Saturated	0	Saturated LPS	Saturated LPS	18	LCFA	Saturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Saturated.Lysophosphatidylserine
Pnnl_balf	Human	Lung	BALF	Normal	LPS(18:1)	LPS 18:1	Glycerophospholipids	Lysophosphatidylserine	LPS	Monounsaturated	1	Monounsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPS(18:1)	PS(18:1/0:0)	Glycerophospholipids	Lysophosphatidylserine	LPS	Monounsaturated	1	Monounsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPS(18:1)	PS(18:1/0:0)_A_NEG	Glycerophospholipids	Lysophosphatidylserine	LPS	Monounsaturated	1	Monounsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_lsae	Human	Lung	LAE/SAE	Hypoxia/Normoxia	LPS(18:1)	PS(18:1/0:0)_B_NEG	Glycerophospholipids	Lysophosphatidylserine	LPS	Monounsaturated	1	Monounsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	LPS(18:1)	PS(18:1/0:0)	Glycerophospholipids	Lysophosphatidylserine	LPS	Monounsaturated	1	Monounsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_balf	Human	Lung	BALF	Normal	LPS(18:2)	LPS 18:2	Glycerophospholipids	Lysophosphatidylserine	LPS	Polyunsaturated	2	Polyunsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	LPS(18:2)	PS(18:2/0:0)	Glycerophospholipids	Lysophosphatidylserine	LPS	Polyunsaturated	2	Polyunsaturated LPS	Unsaturated LPS	18	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_balf	Human	Lung	BALF	Normal	LPS(20:4)	LPS 20:4	Glycerophospholipids	Lysophosphatidylserine	LPS	Polyunsaturated	4	Polyunsaturated LPS	Unsaturated LPS	20	LCFA	Unsaturated LPS-LCFA	Phospholipid Metabolism	Lysophosphatidylserine	Unsaturated.Lysophosphatidylserine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	MG(18:1)	MG(0:0/18:1/0:0)	Glycerolipids	Monoacylglycerol	MG	Monounsaturated	1	Monounsaturated MG	Unsaturated MG	18	LCFA	Unsaturated MG-LCFA	Glycerolipid Metabolism	Monoacylglycerol	Unsaturated.Monoacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MG(20:4)	MG 20:4 	Glycerolipids	Monoacylglycerol	MG	Polyunsaturated	4	Polyunsaturated MG	Unsaturated MG	20	LCFA	Unsaturated MG-LCFA	Phospholipid Metabolism	Monoacylglycerol	Unsaturated.Monoacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MGDG(26:4)	MGDG O-18:4_8:0 	Glycerolipids	Monogalactosyldiacylglycerol	MGDG	Polyunsaturated	4	Polyunsaturated MGDG	Unsaturated MGDG	Unknown	Unknown	Unsaturated MGDG-Unknown	Phospholipid Metabolism	Monogalactosyldiacylglycerol	Unsaturated.Monogalactosyldiacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MGDG(34:1)	MGDG 34:1 	Glycerolipids	Monogalactosyldiacylglycerol	MGDG	Monounsaturated	1	Monounsaturated MGDG	Unsaturated MGDG	Unknown	Unknown	Unsaturated MGDG-Unknown	Phospholipid Metabolism	Monogalactosyldiacylglycerol	Unsaturated.Monogalactosyldiacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MGDG(38:4)	MGDG 38:4 	Glycerolipids	Monogalactosyldiacylglycerol	MGDG	Polyunsaturated	4	Polyunsaturated MGDG	Unsaturated MGDG	Unknown	Unknown	Unsaturated MGDG-Unknown	Phospholipid Metabolism	Monogalactosyldiacylglycerol	Unsaturated.Monogalactosyldiacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MGDG(38:5)	MGDG 38:5 	Glycerolipids	Monogalactosyldiacylglycerol	MGDG	Polyunsaturated	5	Polyunsaturated MGDG	Unsaturated MGDG	Unknown	Unknown	Unsaturated MGDG-Unknown	Phospholipid Metabolism	Monogalactosyldiacylglycerol	Unsaturated.Monogalactosyldiacylglycerol
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	MGDG(40:6)	MGDG 40:6 	Glycerolipids	Monogalactosyldiacylglycerol	MGDG	Polyunsaturated	6	Polyunsaturated MGDG	Unsaturated MGDG	Unknown	Unknown	Unsaturated MGDG-Unknown	Phospholipid Metabolism	Monogalactosyldiacylglycerol	Unsaturated.Monogalactosyldiacylglycerol
Pnnl_balf	Human	Lung	BALF	Normal	NAE(14:0)	NAE 14:0	Fatty Acyls	N-acylethanolamine	NAE	Saturated	0	Saturated NAE	Saturated NAE	14	LCFA	Saturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Saturated.Fatty acyl-CoA
Pnnl_balf	Human	Lung	BALF	Normal	NAE(16:0)	NAE 16:0	Fatty Acyls	N-acylethanolamine	NAE	Saturated	0	Saturated NAE	Saturated NAE	16	LCFA	Saturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Saturated.Fatty acyl-CoA
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	NAE(18:0)	NAE 18:0	Fatty Acyls	N-acylethanolamine	NAE	Saturated	0	Saturated NAE	Saturated NAE	18	LCFA	Saturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Saturated.Fatty acyl-CoA
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	NAE(18:0)	NEA(18:0)	Fatty Acyls	N-acylethanolamine	NAE	Saturated	0	Saturated NAE	Saturated NAE	18	LCFA	Saturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Saturated.Fatty acyl-CoA
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	NAE(18:1)	NEA(18:1)	Fatty Acyls	N-acylethanolamine	NAE	Monounsaturated	1	Monounsaturated NAE	Unsaturated NAE	18	LCFA	Unsaturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Unsaturated.Fatty acyl-CoA
Pnnl_balf	Human	Lung	BALF	Normal	NAE(22:4)	NAE 22:4	Fatty Acyls	N-acylethanolamine	NAE	Polyunsaturated	4	Polyunsaturated NAE	Unsaturated NAE	22	LCFA	Unsaturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Unsaturated.Fatty acyl-CoA
Pnnl_balf	Human	Lung	BALF	Normal	NAE(22:5)	NAE 22:5	Fatty Acyls	N-acylethanolamine	NAE	Polyunsaturated	5	Polyunsaturated NAE	Unsaturated NAE	22	LCFA	Unsaturated NAE-LCFA	Lipid Transport	Fatty acyl-CoA	Unsaturated.Fatty acyl-CoA
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	NAE(6:0)	NAE 6:0	Fatty Acyls	N-acylethanolamine	NAE	Saturated	0	Saturated NAE	Saturated NAE	6	SCFA & MCFA	Saturated NAE-SCFA & MCFA	Lipid Transport	Fatty acyl-CoA	Saturated.Fatty acyl-CoA
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PA(0:0/18:1)	PA(0:0/18:1)	Glycerophospholipids	Lysophosphatidic Acid	LPA	Monounsaturated	1	Monounsaturated LPA	Unsaturated LPA	18	LCFA	Unsaturated LPA-LCFA	Phospholipid Metabolism	Lysophosphatidic Acid	Unsaturated.Lysophosphatidic Acid
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PA(16:0/18:1)	PA(16:0/18:1)	Glycerophospholipids	Phosphatidic Acid	PA	Monounsaturated	1	Monounsaturated PA	Unsaturated PA	18	LCFA	Unsaturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Unsaturated.Phosphatidic Acid
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PA(16:0_16:0)	PA 32:0|PA 16:0_16:0	Glycerophospholipids	Phosphatidic Acid	PA	Saturated	0	Saturated PA	Saturated PA	16	LCFA	Saturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Saturated.Phosphatidic Acid
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PA(16:0_16:1)	PA 32:1|PA 16:0_16:1	Glycerophospholipids	Phosphatidic Acid	PA	Monounsaturated	1	Monounsaturated PA	Unsaturated PA	16	LCFA	Unsaturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Unsaturated.Phosphatidic Acid
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PA(16:0_18:2)	PA 16:0_18:2 	Glycerophospholipids	Phosphatidic Acid	PA	Polyunsaturated	2	Polyunsaturated PA	Unsaturated PA	18	LCFA	Unsaturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Unsaturated.Phosphatidic Acid
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PA(16:0_18:2)	PA 34:2|PA 16:0_18:2	Glycerophospholipids	Phosphatidic Acid	PA	Polyunsaturated	2	Polyunsaturated PA	Unsaturated PA	18	LCFA	Unsaturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Unsaturated.Phosphatidic Acid
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PA(16:0_20:4)	PA 36:4|PA 16:0_20:4	Glycerophospholipids	Phosphatidic Acid	PA	Polyunsaturated	4	Polyunsaturated PA	Unsaturated PA	20	LCFA	Unsaturated PA-LCFA	Phospholipid Metabolism	Phosphatidic Acid	Unsaturated.Phosphatidic Acid
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PA(18:0/0:0)	PA(18:0/0:0)	Glycerophospholipids	Lysophosphatidic Acid	LPA	Saturated	0	Saturated LPA	Saturated LPA	18	LCFA	Saturated LPA-LCFA	Phospholipid Metabolism	Lysophosphatidic Acid	Saturated.Lysophosphatidic Acid
