Source	Species	Organ	Matrix	Tx	standard.name	Name	Major Class	Class	Abbreviation	Saturation	Highest Saturation Degree	Cluster	Subclass	Chain Length	Chain Type	Subclass 2	synthesis.pathway	label	label.saturation
Pnnl_balf	Human	Lung	BALF	Normal	PE(18:1_18:2)	PE 36:3|PE 18:1_18:2	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	3	Polyunsaturated PE	Unsaturated PE	18	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(18:1_18:2)	PE 36:3|PE 18:1_18:2	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	3	Polyunsaturated PE	Unsaturated PE	18	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(18:1_20:4)	PE 38:5|PE 18:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	20	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(18:1_20:4)	PE 38:5|PE 18:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	20	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(18:1_22:1)	PE 40:2|PE 18:1_22:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	22	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(18:1_24:1)	PE 42:2|PE 18:1_24:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	24	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(18:2/18:2)	PE(18:2/18:2)	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	18	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(18:2_18:2)	PE 36:4|PE 18:2_18:2	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	18	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(18:2_20:4)	PE 38:6|PE 18:2_20:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	20	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(19:0_20:4)	PE 39:4|PE 19:0_20:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	20	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(19:1)	PE 19:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	19	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(20:0_20:5)	PE 40:5|PE 20:0_20:5	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	22	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(20:4/20:4)	PE(20:4/20:4)	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	20	LCFA	Unsaturated PE-LCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(20:4/22:6)	PE(20:4/22:6)	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	22	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(22:0_18:1)	PE 40:1|PE 22:0_18:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	22	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(22:0_20:4)	PE 42:4|PE 22:0_20:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	22	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(23:4)	PE 23:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(24:0/18:1)	PE(24:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	24	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(24:0/18:1)	PE(24:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	24	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(24:0_18:1)	PE 42:1|PE 24:0_18:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	24	VLCFA	Unsaturated PE-VLCFA	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(32:1)	PE 32:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(34:0)	PE 34:0 	Glycerophospholipids	Phosphatidylethanolamine	PE	Saturated	0	Saturated PE	Saturated PE	Unknown	Unknown	Saturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Saturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(34:1)	PE 34:1 	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(34:2)	PE 34:2 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(34:2)	PE 34:2	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(36:1)	PE 36:1 	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(36:1)	PE 36:1	Glycerophospholipids	Phosphatidylethanolamine	PE	Monounsaturated	1	Monounsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(36:2)	PE 36:2 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(36:3)	PE 36:3 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	3	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(36:3)	PE 36:3	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	3	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(36:4)	PE 36:4 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(36:4)	PE 36:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(36:5)	PE 36:5	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(38:2)	PE 38:2 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	2	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(38:3)	PE 38:3	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	3	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(38:4)	PE 38:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(38:5)	PE 38:5 	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(38:6)	PE 38:6	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(38:6)	PE 38:6	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(38:7)	PE 38:7	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	7	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(39:6)	PE 39:6	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(40:4)	PE 40:4	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	4	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(40:5)	PE 40:5	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(40:5)	PE 40:5	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	5	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(40:6)	PE 40:6	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(40:6)	PE 40:6	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	6	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_lnap	Mouse	Lung	Microdissected Airways and PA	Naphthalene	PE(40:8)	PE 40:8	Glycerophospholipids	Phosphatidylethanolamine	PE	Polyunsaturated	8	Polyunsaturated PE	Unsaturated PE	Unknown	Unknown	Unsaturated PE-Unknown	Phospholipid Metabolism	Phosphatidylethanolamine	Unsaturated.Phosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-14:1_20:4)	PE O-34:5|PE O-14:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/16:0)	PE(O-16:0/16:0)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Saturated	0	Saturated pPE	Saturated pPE	16	LCFA	Saturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Saturated.Plasmenylphosphatidylethanolamine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PE(O-16:0/18:1)	PE(O-16:0_18:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-16:0/18:1)	PE(O-16:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/18:1)	PE(O-16:0/18:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-16:0/18:2)	PE(O-16:0/18:2)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/18:2)	PE(O-16:0/18:2)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Arst_pres	Human	Lung	BALF	CF Bronchiectasis Y/N	PE(O-16:0/20:1)	PE(O-16:0_20:1)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/20:3)	PE(O-16:0/20:3)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-16:0/20:4)	PE(O-16:0/20:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/20:4)	PE(O-16:0/20:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-16:0/22:4)	PE(O-16:0/22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/22:4)	PE(O-16:0/22:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_ehbs	Human	Lung	"ETT,SPU,HBE"	Normal	PE(O-16:0/22:5)	PE(O-16:0/22:5);PE(P-18:0/20:4)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	5	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Wolf_cv19	Human	Lung	Exudate	COVID+/COVID-	PE(O-16:0/22:6)	PE(O-16:0/22:6)	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	22	VLCFA	Unsaturated pPE-VLCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:0_18:1)	PE O-34:1|PE O-16:0_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:0_20:4)	PE O-36:4|PE O-16:0_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_16:0)	PE O-32:1|PE O-16:1_16:0	Glycerophospholipids	Phosphatidylethanolamine	pPE	Monounsaturated	1	Monounsaturated pPE	Unsaturated pPE	16	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:1_16:1)	PE O-32:2|PE O-16:1_16:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	16	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_18:1)	PE O-34:2|PE O-16:1_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:1_18:1)	PE O-34:2|PE O-16:1_18:1	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-16:1_18:2)	PE O-16:1_18:2 	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	Unknown	Unknown	Unsaturated pPE-Unknown	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_18:2)	PE O-34:3|PE O-16:1_18:2	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	2	Polyunsaturated pPE	Unsaturated pPE	18	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_20:3)	PE O-36:4|PE O-16:1_20:3	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	3	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Morg_pcb	Mouse	Lung	"Trach,Lobe"	"Normal,PCB"	PE(O-16:1_20:4)	PE O-36:5|PE O-16:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Pnnl_balf	Human	Lung	BALF	Normal	PE(O-16:1_20:4)	PE O-36:5|PE O-16:1_20:4	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	4	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
Stev_ozaw	Mouse	Lung	Microdissected Airways and PA	Ozone/HDM	PE(O-16:1_20:5)	PE O-36:6|PE O-16:1_20:5	Glycerophospholipids	Phosphatidylethanolamine	pPE	Polyunsaturated	6	Polyunsaturated pPE	Unsaturated pPE	20	LCFA	Unsaturated pPE-LCFA	Phospholipid Metabolism	Plasmenylphosphatidylethanolamine	Unsaturated.Plasmenylphosphatidylethanolamine
